File;Date;Type;NbAlignedChar
eng_monograph\617.txt;1858;monograph;1461
eng_monograph\618.txt;1858;monograph;1128
eng_monograph\619.txt;1858;monograph;1363
eng_monograph\620.txt;1858;monograph;1478
eng_monograph\621.txt;1858;monograph;1488
eng_monograph\622.txt;1858;monograph;1489
eng_monograph\623.txt;1858;monograph;1021
eng_monograph\624.txt;1858;monograph;1316
eng_monograph\625.txt;1858;monograph;1006
eng_monograph\626.txt;1858;monograph;1272
eng_monograph\627.txt;1858;monograph;1407
eng_monograph\628.txt;1858;monograph;1270
eng_monograph\629.txt;1858;monograph;1197
eng_monograph\630.txt;1858;monograph;1086
eng_monograph\631.txt;1858;monograph;1494
eng_monograph\632.txt;1858;monograph;1403
eng_monograph\633.txt;1858;monograph;1554
eng_monograph\634.txt;1858;monograph;1632
eng_monograph\635.txt;1858;monograph;1563
eng_monograph\636.txt;1858;monograph;1468
eng_monograph\637.txt;1858;monograph;1471
eng_monograph\638.txt;1858;monograph;1516
eng_monograph\639.txt;1858;monograph;1549
eng_monograph\640.txt;1858;monograph;1531
eng_monograph\641.txt;1858;monograph;1531
eng_monograph\642.txt;1858;monograph;1525
eng_monograph\643.txt;1858;monograph;1396
eng_monograph\644.txt;1858;monograph;1417
eng_monograph\645.txt;1858;monograph;1520
eng_monograph\646.txt;1858;monograph;1031
eng_monograph\647.txt;1858;monograph;1097
eng_monograph\648.txt;1858;monograph;1000
eng_monograph\649.txt;1858;monograph;1307
eng_monograph\650.txt;1858;monograph;1432
eng_monograph\651.txt;1858;monograph;1520
eng_monograph\652.txt;1858;monograph;1610
eng_monograph\653.txt;1858;monograph;1530
eng_monograph\654.txt;1858;monograph;1529
eng_monograph\655.txt;1858;monograph;1391
eng_monograph\656.txt;1858;monograph;1553
eng_monograph\657.txt;1858;monograph;1466
eng_monograph\658.txt;1858;monograph;1420
eng_monograph\659.txt;1858;monograph;1475
eng_monograph\660.txt;1858;monograph;1522
eng_monograph\661.txt;1858;monograph;1516
eng_monograph\662.txt;1858;monograph;1542
eng_monograph\663.txt;1858;monograph;1328
eng_monograph\664.txt;1858;monograph;1505
eng_monograph\665.txt;1858;monograph;1571
eng_monograph\666.txt;1858;monograph;1544
eng_monograph\667.txt;1858;monograph;1467
eng_monograph\668.txt;1858;monograph;1524
eng_monograph\669.txt;1858;monograph;1542
eng_monograph\670.txt;1858;monograph;1546
eng_monograph\671.txt;1858;monograph;1397
eng_monograph\672.txt;1858;monograph;1406
eng_monograph\673.txt;1858;monograph;1468
eng_monograph\674.txt;1858;monograph;1525
eng_monograph\675.txt;1858;monograph;1458
eng_monograph\676.txt;1858;monograph;1113
eng_monograph\677.txt;1858;monograph;1157
eng_monograph\678.txt;1858;monograph;1530
eng_monograph\679.txt;1858;monograph;1485
eng_monograph\680.txt;1858;monograph;1501
eng_monograph\681.txt;1858;monograph;1283
eng_monograph\682.txt;1858;monograph;1335
eng_monograph\683.txt;1858;monograph;1485
eng_monograph\684.txt;1858;monograph;1278
eng_monograph\685.txt;1858;monograph;1366
eng_monograph\686.txt;1858;monograph;1525
eng_monograph\687.txt;1858;monograph;1048
eng_monograph\688.txt;1858;monograph;1151
eng_monograph\689.txt;1858;monograph;1168
eng_monograph\690.txt;1858;monograph;1900
eng_monograph\691.txt;1858;monograph;1468
eng_monograph\692.txt;1858;monograph;1157
eng_monograph\693.txt;1858;monograph;1238
eng_monograph\694.txt;1858;monograph;1181
eng_monograph\695.txt;1858;monograph;1525
eng_monograph\696.txt;1858;monograph;1473
eng_monograph\697.txt;1858;monograph;1551
eng_monograph\698.txt;1858;monograph;1305
eng_monograph\699.txt;1858;monograph;1560
eng_monograph\700.txt;1858;monograph;1488
eng_monograph\701.txt;1858;monograph;1541
eng_monograph\702.txt;1858;monograph;1396
eng_monograph\703.txt;1858;monograph;1544
eng_monograph\704.txt;1858;monograph;1545
eng_monograph\705.txt;1858;monograph;1558
eng_monograph\706.txt;1858;monograph;1572
eng_monograph\707.txt;1858;monograph;1494
eng_monograph\708.txt;1858;monograph;1545
eng_monograph\709.txt;1858;monograph;1485
eng_monograph\710.txt;1858;monograph;1495
eng_monograph\711.txt;1858;monograph;1586
eng_monograph\712.txt;1858;monograph;1465
eng_monograph\713.txt;1858;monograph;1527
eng_monograph\714.txt;1858;monograph;1441
eng_monograph\715.txt;1858;monograph;1537
eng_monograph\716.txt;1858;monograph;1554
eng_monograph\717.txt;1858;monograph;1468
eng_monograph\718.txt;1858;monograph;1478
eng_monograph\719.txt;1858;monograph;1561
eng_monograph\720.txt;1858;monograph;1523
eng_monograph\721.txt;1858;monograph;1441
eng_monograph\722.txt;1858;monograph;1556
eng_monograph\723.txt;1858;monograph;1469
eng_monograph\724.txt;1858;monograph;1567
eng_monograph\725.txt;1858;monograph;1529
eng_monograph\726.txt;1858;monograph;1382
eng_monograph\727.txt;1858;monograph;1534
eng_monograph\728.txt;1858;monograph;1391
eng_monograph\729.txt;1858;monograph;1566
eng_monograph\730.txt;1858;monograph;1424
eng_monograph\731.txt;1858;monograph;1555
eng_monograph\732.txt;1858;monograph;1541
eng_monograph\733.txt;1858;monograph;1545
eng_monograph\734.txt;1858;monograph;2418
eng_monograph\735.txt;1858;monograph;2892
eng_monograph\736.txt;1858;monograph;2712
eng_monograph\737.txt;1858;monograph;2296
eng_monograph\738.txt;1858;monograph;2303
eng_monograph\739.txt;1858;monograph;2186
eng_periodical\1.txt;1821;periodical;4689
eng_periodical\2.txt;1821;periodical;23090
eng_periodical\3.txt;1744;periodical;11207
eng_periodical\4.txt;1744;periodical;10753
eng_periodical\5.txt;1744;periodical;5394
eng_periodical\6.txt;1894;periodical;36457
eng_periodical\7.txt;1894;periodical;26670
eng_periodical\8.txt;1894;periodical;33646
eng_periodical\9.txt;1894;periodical;24620
eng_periodical\10.txt;1744;periodical;11299
eng_periodical\11.txt;1744;periodical;17782
eng_periodical\12.txt;1744;periodical;14866
eng_periodical\13.txt;1845;periodical;15008
eng_periodical\14.txt;1845;periodical;14855
eng_periodical\15.txt;1845;periodical;20147
eng_periodical\16.txt;1845;periodical;17194
eng_periodical\17.txt;1845;periodical;17585
eng_periodical\18.txt;1845;periodical;15481
eng_periodical\19.txt;1845;periodical;18494
eng_periodical\20.txt;1845;periodical;20217
eng_periodical\21.txt;1845;periodical;16530
eng_periodical\22.txt;1845;periodical;18040
eng_periodical\23.txt;1845;periodical;16031
eng_periodical\24.txt;1845;periodical;17273
eng_periodical\25.txt;1845;periodical;22480
eng_periodical\26.txt;1845;periodical;15685
eng_periodical\27.txt;1845;periodical;22708
eng_periodical\28.txt;1808;periodical;4621
eng_periodical\29.txt;1808;periodical;5941
eng_periodical\30.txt;1808;periodical;7102
eng_periodical\31.txt;1808;periodical;4976
eng_periodical\32.txt;1808;periodical;6254
eng_periodical\33.txt;1808;periodical;7654
eng_periodical\34.txt;1808;periodical;8068
eng_periodical\35.txt;1808;periodical;7050
eng_periodical\36.txt;1808;periodical;5853
eng_periodical\37.txt;1808;periodical;6491
eng_periodical\38.txt;1808;periodical;6717
eng_periodical\39.txt;1808;periodical;6224
eng_periodical\40.txt;1808;periodical;7308
eng_periodical\41.txt;1808;periodical;7748
eng_periodical\42.txt;1808;periodical;6799
eng_periodical\43.txt;1828;periodical;51794
eng_periodical\44.txt;1828;periodical;35214
eng_periodical\45.txt;1828;periodical;51614
eng_periodical\46.txt;1828;periodical;51152
eng_periodical\47.txt;1843;periodical;86258
eng_periodical\48.txt;1843;periodical;77059
eng_periodical\49.txt;1843;periodical;35452
eng_periodical\50.txt;1843;periodical;74724
eng_periodical\51.txt;1894;periodical;76764
eng_periodical\52.txt;1894;periodical;72528
eng_periodical\53.txt;1821;periodical;43015
eng_periodical\54.txt;1821;periodical;47024
eng_periodical\55.txt;1894;periodical;28208
eng_periodical\56.txt;1893;periodical;55587
eng_periodical\57.txt;1894;periodical;23841
eng_periodical\58.txt;1894;periodical;30460
eng_periodical\59.txt;1894;periodical;32902
eng_periodical\60.txt;1894;periodical;59111
eng_periodical\61.txt;1841;periodical;65725
eng_periodical\62.txt;1893;periodical;39607
eng_periodical\63.txt;1893;periodical;13215
eng_periodical\64.txt;1893;periodical;47805
eng_periodical\65.txt;1857;periodical;46168
eng_periodical\66.txt;1857;periodical;49090
eng_monograph\740.txt;1880;monograph;250292
eng_monograph\741.txt;1870;monograph;839062
eng_monograph\742.txt;1880;monograph;259082
eng_monograph\743.txt;1802;monograph;378184
eng_monograph\744.txt;1839;monograph;299972
eng_monograph\745.txt;1839;monograph;277352
eng_monograph\746.txt;1911;monograph;90344
eng_monograph\747.txt;1886;monograph;649444
fr_periodical\1.txt;1880;periodical;31177
fr_periodical\2.txt;1880;periodical;41819
fr_periodical\3.txt;1880;periodical;25049
fr_periodical\4.txt;1880;periodical;14886
fr_periodical\5.txt;1880;periodical;2040
fr_periodical\6.txt;1880;periodical;2242
fr_periodical\7.txt;1880;periodical;3836
fr_periodical\8.txt;1880;periodical;4257
fr_periodical\9.txt;1880;periodical;4671
fr_periodical\10.txt;1880;periodical;4426
fr_periodical\11.txt;1880;periodical;1202
fr_periodical\12.txt;1836;periodical;6389
fr_periodical\13.txt;1836;periodical;2547
fr_periodical\14.txt;1858;periodical;9617
fr_periodical\15.txt;1854;periodical;35860
fr_periodical\16.txt;1826;periodical;6595
fr_periodical\17.txt;1826;periodical;8092
fr_periodical\18.txt;1929;periodical;25699
fr_periodical\19.txt;1876;periodical;16285
fr_periodical\20.txt;1876;periodical;14688
fr_periodical\21.txt;1876;periodical;33407
fr_periodical\22.txt;1876;periodical;40280
fr_periodical\23.txt;1876;periodical;38155
fr_periodical\24.txt;1876;periodical;13380
fr_periodical\25.txt;1876;periodical;44533
fr_periodical\26.txt;1876;periodical;32430
fr_periodical\27.txt;1904;periodical;19240
fr_periodical\28.txt;1914;periodical;17304
fr_periodical\29.txt;1914;periodical;31549
fr_periodical\30.txt;1904;periodical;23698
fr_periodical\31.txt;1904;periodical;35120
fr_periodical\32.txt;1904;periodical;33420
fr_periodical\33.txt;1904;periodical;34554
fr_periodical\34.txt;1904;periodical;37364
fr_periodical\35.txt;1904;periodical;28383
fr_periodical\36.txt;1904;periodical;6486
fr_periodical\37.txt;1904;periodical;29980
fr_periodical\38.txt;1904;periodical;31842
fr_periodical\39.txt;1904;periodical;19743
fr_periodical\40.txt;1904;periodical;31461
fr_periodical\41.txt;1870;periodical;32657
fr_periodical\42.txt;1942;periodical;29548
fr_periodical\43.txt;1884;periodical;16309
fr_periodical\44.txt;1814;periodical;20515
fr_periodical\45.txt;1881;periodical;32211
fr_periodical\46.txt;1943;periodical;5387
fr_periodical\47.txt;1944;periodical;6679
fr_periodical\48.txt;1944;periodical;8948
fr_monograph\19.txt;1944;monograph;6162
fr_monograph\20.txt;1944;monograph;5836
fr_monograph\21.txt;1863;monograph;1163
fr_monograph\22.txt;1863;monograph;1237
fr_monograph\23.txt;1863;monograph;1253
fr_monograph\24.txt;1863;monograph;1220
fr_monograph\25.txt;1863;monograph;1255
fr_monograph\26.txt;1863;monograph;1217
fr_monograph\27.txt;1863;monograph;1164
fr_monograph\28.txt;1863;monograph;1199
fr_monograph\29.txt;1863;monograph;1228
fr_monograph\30.txt;1863;monograph;1216
fr_monograph\31.txt;1863;monograph;1184
fr_monograph\32.txt;1863;monograph;1166
fr_monograph\33.txt;1863;monograph;1184
fr_monograph\34.txt;1863;monograph;1175
fr_monograph\35.txt;1863;monograph;1191
fr_monograph\36.txt;1863;monograph;1186
fr_monograph\37.txt;1863;monograph;1198
fr_monograph\38.txt;1863;monograph;1176
fr_monograph\39.txt;1863;monograph;1208
fr_monograph\40.txt;1863;monograph;1152
fr_monograph\41.txt;1863;monograph;1186
fr_monograph\42.txt;1863;monograph;1159
fr_monograph\43.txt;1863;monograph;1169
fr_monograph\44.txt;1863;monograph;1179
fr_monograph\45.txt;1863;monograph;1161
fr_monograph\46.txt;1863;monograph;1198
fr_monograph\47.txt;1863;monograph;1169
fr_monograph\48.txt;1863;monograph;1171
fr_monograph\49.txt;1863;monograph;1151
fr_monograph\50.txt;1863;monograph;1189
fr_monograph\51.txt;1863;monograph;1197
fr_monograph\52.txt;1863;monograph;1184
fr_monograph\53.txt;1863;monograph;1150
fr_monograph\54.txt;1863;monograph;1198
fr_monograph\55.txt;1863;monograph;1153
fr_monograph\56.txt;1863;monograph;1204
fr_monograph\57.txt;1863;monograph;1149
fr_monograph\58.txt;1863;monograph;1182
fr_monograph\59.txt;1863;monograph;1214
fr_monograph\60.txt;1821;monograph;1199
fr_monograph\61.txt;1821;monograph;1694
fr_monograph\62.txt;1821;monograph;1766
fr_monograph\63.txt;1821;monograph;1749
fr_monograph\64.txt;1821;monograph;1745
fr_monograph\65.txt;1821;monograph;1653
fr_monograph\66.txt;1821;monograph;1620
fr_monograph\67.txt;1821;monograph;1608
fr_monograph\68.txt;1821;monograph;1706
fr_monograph\69.txt;1821;monograph;1603
fr_monograph\70.txt;1821;monograph;1592
fr_monograph\71.txt;1821;monograph;1749
fr_monograph\72.txt;1821;monograph;1818
fr_monograph\73.txt;1821;monograph;1736
fr_monograph\74.txt;1821;monograph;1650
fr_monograph\75.txt;1821;monograph;1713
fr_monograph\76.txt;1821;monograph;1617
fr_monograph\77.txt;1821;monograph;1798
fr_monograph\78.txt;1821;monograph;1805
fr_monograph\79.txt;1821;monograph;1668
fr_monograph\80.txt;1821;monograph;1714
fr_monograph\81.txt;1821;monograph;1660
fr_monograph\82.txt;1821;monograph;1761
fr_monograph\83.txt;1821;monograph;1806
fr_monograph\84.txt;1821;monograph;1710
fr_monograph\85.txt;1821;monograph;1746
fr_monograph\86.txt;1821;monograph;1708
fr_monograph\87.txt;1821;monograph;1641
fr_monograph\88.txt;1821;monograph;1702
fr_monograph\89.txt;1821;monograph;1622
fr_monograph\90.txt;1821;monograph;1577
fr_monograph\91.txt;1821;monograph;1712
fr_monograph\92.txt;1821;monograph;1696
fr_monograph\93.txt;1821;monograph;1670
fr_monograph\94.txt;1821;monograph;1583
fr_monograph\95.txt;1821;monograph;1765
fr_monograph\96.txt;1821;monograph;1736
fr_monograph\97.txt;1821;monograph;1541
fr_monograph\98.txt;1821;monograph;1663
fr_monograph\99.txt;1821;monograph;1694
fr_monograph\100.txt;1821;monograph;1774
fr_monograph\101.txt;1821;monograph;1754
fr_monograph\102.txt;1821;monograph;1659
fr_monograph\103.txt;1821;monograph;1698
fr_monograph\104.txt;1821;monograph;1709
fr_monograph\105.txt;1821;monograph;1626
fr_monograph\106.txt;1821;monograph;1668
fr_monograph\107.txt;1821;monograph;1595
fr_monograph\108.txt;1821;monograph;1639
fr_monograph\109.txt;1821;monograph;1595
fr_monograph\110.txt;1821;monograph;1630
fr_monograph\111.txt;1821;monograph;1672
fr_monograph\112.txt;1821;monograph;1687
fr_monograph\113.txt;1821;monograph;1686
fr_monograph\114.txt;1821;monograph;1694
fr_monograph\115.txt;1821;monograph;1767
fr_monograph\116.txt;1821;monograph;1804
fr_monograph\117.txt;1821;monograph;1681
fr_monograph\118.txt;1821;monograph;1680
fr_monograph\119.txt;1821;monograph;1696
fr_monograph\120.txt;1821;monograph;1761
fr_monograph\121.txt;1821;monograph;1644
fr_monograph\122.txt;1821;monograph;1668
fr_monograph\123.txt;1821;monograph;1702
fr_monograph\124.txt;1821;monograph;1733
fr_monograph\125.txt;1821;monograph;1689
fr_monograph\126.txt;1821;monograph;1776
fr_monograph\127.txt;1821;monograph;1785
fr_monograph\128.txt;1821;monograph;1648
fr_monograph\129.txt;1821;monograph;1655
fr_monograph\130.txt;1843;monograph;1164
fr_monograph\131.txt;1864;monograph;1366
fr_monograph\132.txt;1864;monograph;1392
fr_monograph\133.txt;1864;monograph;1293
fr_monograph\134.txt;1864;monograph;1361
fr_monograph\135.txt;1864;monograph;1299
fr_monograph\136.txt;1864;monograph;1423
fr_monograph\137.txt;1864;monograph;1289
fr_monograph\138.txt;1864;monograph;1474
fr_monograph\139.txt;1864;monograph;1355
fr_monograph\140.txt;1864;monograph;1592
fr_monograph\141.txt;1864;monograph;1320
fr_monograph\142.txt;1864;monograph;1205
fr_monograph\143.txt;1864;monograph;1254
fr_monograph\144.txt;1864;monograph;1264
fr_monograph\145.txt;1864;monograph;1385
fr_monograph\146.txt;1864;monograph;1394
fr_monograph\147.txt;1864;monograph;1329
fr_monograph\148.txt;1864;monograph;1233
fr_monograph\149.txt;1864;monograph;1226
fr_monograph\150.txt;1864;monograph;1214
fr_monograph\151.txt;1864;monograph;1425
fr_monograph\152.txt;1864;monograph;1317
fr_monograph\153.txt;1864;monograph;1296
fr_monograph\154.txt;1864;monograph;1281
fr_monograph\155.txt;1864;monograph;1385
fr_monograph\156.txt;1864;monograph;1228
fr_monograph\157.txt;1864;monograph;1772
fr_monograph\158.txt;1864;monograph;1245
fr_monograph\159.txt;1864;monograph;1309
fr_monograph\160.txt;1864;monograph;1360
fr_monograph\161.txt;1864;monograph;1405
fr_monograph\162.txt;1864;monograph;1372
fr_monograph\163.txt;1864;monograph;1254
fr_monograph\164.txt;1864;monograph;1307
fr_monograph\165.txt;1864;monograph;1300
fr_monograph\166.txt;1864;monograph;1368
fr_monograph\167.txt;1864;monograph;1257
fr_monograph\168.txt;1864;monograph;1299
fr_monograph\169.txt;1864;monograph;1296
fr_monograph\170.txt;1864;monograph;1275
fr_monograph\171.txt;1864;monograph;1273
fr_monograph\172.txt;1864;monograph;1478
fr_monograph\173.txt;1864;monograph;1366
fr_monograph\174.txt;1864;monograph;1316
fr_monograph\175.txt;1864;monograph;1295
fr_monograph\176.txt;1864;monograph;1282
fr_monograph\177.txt;1864;monograph;1229
fr_monograph\178.txt;1864;monograph;1451
fr_monograph\179.txt;1857;monograph;1501
fr_monograph\180.txt;1857;monograph;1431
fr_monograph\181.txt;1857;monograph;1336
fr_monograph\182.txt;1857;monograph;1430
fr_monograph\183.txt;1857;monograph;1453
fr_monograph\184.txt;1857;monograph;1387
fr_monograph\185.txt;1857;monograph;1409
fr_monograph\186.txt;1857;monograph;1284
fr_monograph\187.txt;1857;monograph;1460
fr_monograph\188.txt;1857;monograph;1471
fr_monograph\189.txt;1857;monograph;1498
fr_monograph\190.txt;1857;monograph;1329
fr_monograph\191.txt;1857;monograph;1327
fr_monograph\192.txt;1857;monograph;1371
fr_monograph\193.txt;1857;monograph;1380
fr_monograph\194.txt;1857;monograph;1500
fr_monograph\195.txt;1857;monograph;1363
fr_monograph\196.txt;1857;monograph;1295
fr_monograph\197.txt;1857;monograph;1354
fr_monograph\198.txt;1857;monograph;1460
fr_monograph\199.txt;1857;monograph;1464
fr_monograph\200.txt;1857;monograph;1299
fr_monograph\201.txt;1857;monograph;1471
fr_monograph\202.txt;1857;monograph;1473
fr_monograph\203.txt;1857;monograph;1342
fr_monograph\204.txt;1857;monograph;1317
fr_monograph\205.txt;1857;monograph;1430
fr_monograph\206.txt;1857;monograph;1525
fr_monograph\207.txt;1857;monograph;1505
fr_monograph\208.txt;1857;monograph;1449
fr_monograph\209.txt;1857;monograph;1241
fr_monograph\210.txt;1857;monograph;1451
fr_monograph\211.txt;1857;monograph;1381
fr_monograph\212.txt;1857;monograph;1453
fr_monograph\213.txt;1857;monograph;1382
fr_monograph\214.txt;1857;monograph;1237
fr_monograph\215.txt;1857;monograph;1426
fr_monograph\216.txt;1857;monograph;1537
fr_monograph\217.txt;1857;monograph;1470
fr_monograph\218.txt;1857;monograph;1349
fr_monograph\219.txt;1857;monograph;1451
fr_monograph\220.txt;1857;monograph;1549
fr_monograph\221.txt;1857;monograph;1311
fr_monograph\222.txt;1857;monograph;1440
fr_monograph\223.txt;1857;monograph;1403
fr_monograph\224.txt;1857;monograph;1432
fr_monograph\225.txt;1857;monograph;1404
fr_monograph\226.txt;1857;monograph;1478
fr_monograph\227.txt;1857;monograph;1462
fr_monograph\228.txt;1857;monograph;1539
fr_monograph\229.txt;1845;monograph;1244
fr_monograph\230.txt;1845;monograph;1342
fr_monograph\231.txt;1845;monograph;1286
fr_monograph\232.txt;1845;monograph;1342
fr_monograph\233.txt;1845;monograph;1298
fr_monograph\234.txt;1845;monograph;1307
fr_monograph\235.txt;1845;monograph;1280
fr_monograph\236.txt;1845;monograph;1354
fr_monograph\237.txt;1845;monograph;1282
fr_monograph\238.txt;1845;monograph;1303
fr_monograph\239.txt;1845;monograph;1333
fr_monograph\240.txt;1845;monograph;1342
fr_monograph\241.txt;1845;monograph;1254
fr_monograph\242.txt;1845;monograph;1294
fr_monograph\243.txt;1845;monograph;1318
fr_monograph\244.txt;1845;monograph;1310
fr_monograph\245.txt;1845;monograph;1318
fr_monograph\246.txt;1845;monograph;1276
fr_monograph\247.txt;1845;monograph;1347
fr_monograph\248.txt;1845;monograph;1313
fr_monograph\249.txt;1845;monograph;1412
fr_monograph\250.txt;1845;monograph;1357
fr_monograph\251.txt;1845;monograph;1292
fr_monograph\252.txt;1845;monograph;1280
fr_monograph\253.txt;1845;monograph;1287
fr_monograph\254.txt;1845;monograph;1445
fr_monograph\255.txt;1845;monograph;1429
fr_monograph\256.txt;1845;monograph;1377
fr_monograph\257.txt;1845;monograph;1382
fr_monograph\258.txt;1845;monograph;1216
fr_monograph\259.txt;1845;monograph;1288
fr_monograph\260.txt;1845;monograph;1315
fr_monograph\261.txt;1845;monograph;1307
fr_monograph\262.txt;1845;monograph;1279
fr_monograph\263.txt;1845;monograph;1277
fr_monograph\264.txt;1845;monograph;1328
fr_monograph\265.txt;1845;monograph;1286
fr_monograph\266.txt;1845;monograph;1238
fr_monograph\267.txt;1845;monograph;1305
fr_monograph\268.txt;1845;monograph;1319
fr_monograph\269.txt;1845;monograph;1229
fr_monograph\270.txt;1845;monograph;1300
fr_monograph\271.txt;1845;monograph;1325
fr_monograph\272.txt;1845;monograph;1272
fr_monograph\273.txt;1845;monograph;1317
fr_monograph\274.txt;1845;monograph;1270
fr_monograph\275.txt;1845;monograph;1297
fr_monograph\276.txt;1845;monograph;1323
fr_monograph\277.txt;1845;monograph;1289
fr_monograph\278.txt;1845;monograph;1302
fr_monograph\279.txt;1845;monograph;1335
fr_monograph\280.txt;1845;monograph;1317
fr_monograph\281.txt;1845;monograph;1327
fr_monograph\282.txt;1845;monograph;1315
fr_monograph\283.txt;1845;monograph;1232
fr_monograph\284.txt;1845;monograph;1296
fr_monograph\285.txt;1845;monograph;1278
fr_monograph\286.txt;1845;monograph;1315
fr_monograph\287.txt;1845;monograph;1248
fr_monograph\288.txt;1845;monograph;1266
fr_monograph\289.txt;1845;monograph;1267
fr_monograph\290.txt;1845;monograph;1298
fr_monograph\291.txt;1845;monograph;1306
fr_monograph\292.txt;1845;monograph;1345
fr_monograph\293.txt;1845;monograph;1293
fr_monograph\294.txt;1845;monograph;1281
fr_monograph\295.txt;1845;monograph;1290
fr_monograph\296.txt;1845;monograph;1330
fr_monograph\297.txt;1845;monograph;1237
fr_monograph\298.txt;1845;monograph;1233
fr_monograph\299.txt;1845;monograph;1252
fr_monograph\300.txt;1845;monograph;1242
fr_monograph\301.txt;1845;monograph;1287
fr_monograph\302.txt;1845;monograph;1287
fr_monograph\303.txt;1845;monograph;1287
fr_monograph\304.txt;1845;monograph;1979
fr_monograph\305.txt;1845;monograph;2204
fr_monograph\306.txt;1845;monograph;2150
fr_monograph\307.txt;1845;monograph;2258
fr_monograph\308.txt;1845;monograph;2261
fr_monograph\309.txt;1845;monograph;2102
fr_monograph\310.txt;1845;monograph;2010
fr_periodical\49.txt;1867;periodical;4549
fr_periodical\50.txt;1867;periodical;4954
fr_periodical\51.txt;1867;periodical;2601
fr_periodical\52.txt;1867;periodical;4101
fr_periodical\53.txt;1867;periodical;4069
fr_periodical\54.txt;1867;periodical;2524
fr_monograph\311.txt;1820;monograph;1828
fr_monograph\312.txt;1820;monograph;1803
fr_monograph\313.txt;1820;monograph;1808
fr_monograph\314.txt;1820;monograph;1748
fr_monograph\315.txt;1820;monograph;1791
fr_monograph\316.txt;1820;monograph;1755
fr_monograph\317.txt;1820;monograph;1758
fr_monograph\318.txt;1820;monograph;1753
fr_monograph\319.txt;1820;monograph;1990
fr_monograph\320.txt;1820;monograph;1987
fr_monograph\321.txt;1820;monograph;1792
fr_monograph\322.txt;1820;monograph;1774
fr_monograph\323.txt;1820;monograph;1906
fr_monograph\324.txt;1820;monograph;1848
fr_monograph\325.txt;1820;monograph;1762
fr_monograph\326.txt;1820;monograph;2036
fr_monograph\327.txt;1820;monograph;1754
fr_monograph\328.txt;1820;monograph;2040
fr_monograph\329.txt;1820;monograph;2082
fr_monograph\330.txt;1820;monograph;2033
fr_monograph\331.txt;1820;monograph;2086
fr_monograph\332.txt;1820;monograph;1980
fr_monograph\333.txt;1820;monograph;2022
fr_monograph\334.txt;1820;monograph;2046
fr_monograph\335.txt;1820;monograph;2002
fr_monograph\336.txt;1820;monograph;2030
fr_monograph\337.txt;1820;monograph;2085
fr_monograph\338.txt;1820;monograph;1842
fr_monograph\339.txt;1820;monograph;2064
fr_monograph\340.txt;1820;monograph;2070
fr_monograph\341.txt;1820;monograph;1831
fr_monograph\342.txt;1820;monograph;1922
fr_monograph\343.txt;1820;monograph;1797
fr_monograph\344.txt;1820;monograph;1969
fr_monograph\345.txt;1820;monograph;1904
fr_monograph\346.txt;1820;monograph;1802
fr_monograph\347.txt;1820;monograph;1926
fr_monograph\348.txt;1820;monograph;1861
fr_monograph\349.txt;1820;monograph;1902
fr_monograph\350.txt;1820;monograph;1949
fr_monograph\351.txt;1820;monograph;1988
fr_monograph\352.txt;1820;monograph;1995
fr_monograph\353.txt;1820;monograph;1847
fr_monograph\354.txt;1820;monograph;2103
fr_monograph\355.txt;1820;monograph;2054
fr_monograph\356.txt;1820;monograph;1763
fr_monograph\357.txt;1820;monograph;2053
fr_monograph\358.txt;1820;monograph;1993
fr_monograph\359.txt;1820;monograph;2020
fr_monograph\360.txt;1820;monograph;2028
fr_monograph\361.txt;1820;monograph;2035
fr_monograph\362.txt;1820;monograph;2084
fr_monograph\363.txt;1820;monograph;1957
fr_monograph\364.txt;1820;monograph;2126
fr_monograph\365.txt;1890;monograph;1773
fr_monograph\366.txt;1890;monograph;1753
fr_monograph\367.txt;1890;monograph;1756
fr_monograph\368.txt;1890;monograph;1822
fr_monograph\369.txt;1890;monograph;1850
fr_monograph\370.txt;1890;monograph;1779
fr_monograph\371.txt;1890;monograph;1778
fr_monograph\372.txt;1890;monograph;1769
fr_monograph\373.txt;1890;monograph;1798
fr_monograph\374.txt;1890;monograph;1887
fr_monograph\375.txt;1890;monograph;1890
fr_monograph\376.txt;1890;monograph;1937
fr_monograph\377.txt;1890;monograph;1764
fr_monograph\378.txt;1890;monograph;1856
fr_monograph\379.txt;1890;monograph;1868
fr_monograph\380.txt;1890;monograph;1937
fr_monograph\381.txt;1890;monograph;1974
fr_monograph\382.txt;1890;monograph;1903
fr_monograph\383.txt;1890;monograph;1838
fr_monograph\384.txt;1890;monograph;1795
fr_monograph\385.txt;1890;monograph;1831
fr_monograph\386.txt;1890;monograph;1797
fr_monograph\387.txt;1890;monograph;1768
fr_monograph\388.txt;1882;monograph;2628
fr_monograph\389.txt;1882;monograph;3049
fr_monograph\390.txt;1882;monograph;2481
fr_monograph\391.txt;1882;monograph;2642
fr_monograph\392.txt;1882;monograph;2457
fr_monograph\393.txt;1882;monograph;2346
fr_monograph\394.txt;1882;monograph;2993
fr_monograph\395.txt;1882;monograph;2387
fr_monograph\396.txt;1882;monograph;2738
fr_monograph\397.txt;1882;monograph;2482
fr_monograph\398.txt;?;monograph;4843
fr_monograph\399.txt;?;monograph;3957
fr_monograph\400.txt;?;monograph;4431
fr_monograph\401.txt;?;monograph;3182
fr_monograph\402.txt;?;monograph;3802
